id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
2038,1,0,0,3,0,0,0,113,1,0,0,0,108.9,0,1,2018-07-07
2039,2,0,1,4,0,0,0,76,0,0,0,0,75.0,0,0,2018-12-07
2040,2,0,0,2,0,0,0,225,1,0,0,0,96.3,1,1,2018-08-01
2041,2,0,0,2,2,0,0,39,0,0,0,0,109.0,0,0,2017-08-15
2042,1,0,1,2,0,0,0,136,1,0,0,0,90.9,2,0,2018-08-26
2043,2,0,0,4,0,0,0,123,1,0,0,0,90.95,0,1,2018-06-27
2044,2,0,0,4,0,0,1,91,1,0,0,0,103.7,1,0,2018-04-28
2045,1,0,1,2,0,0,0,10,0,0,0,0,99.3,0,0,2017-08-19
2046,2,0,0,1,0,0,0,443,0,0,0,0,65.0,0,1,2018-04-17
2047,2,0,2,2,0,0,2,243,1,0,0,0,81.76,3,0,2018-10-29
2048,2,0,2,4,0,0,1,90,1,0,0,0,90.3,1,0,2018-03-12
2049,2,0,2,2,0,0,0,217,1,0,0,0,80.75,2,0,2018-10-07
2050,2,0,0,2,0,0,0,298,0,0,0,0,75.0,0,1,2018-05-17
2051,2,0,2,4,2,0,0,100,0,0,0,0,140.0,0,1,2018-09-28
2052,2,0,1,2,0,0,1,112,1,0,0,0,127.8,0,0,2018-08-15
2053,2,0,0,1,1,0,0,119,1,0,0,0,85.5,0,1,2018-06-30
2054,3,0,1,3,0,0,0,90,1,0,0,0,121.55,1,0,2018-04-07
2055,2,1,0,1,0,0,1,62,1,0,0,0,118.8,0,1,2018-04-23
2056,2,0,2,2,0,0,1,22,0,0,0,0,62.0,0,0,2017-11-04
2057,2,0,0,1,0,0,0,43,0,0,0,0,75.0,0,0,2017-10-19
2058,2,0,0,3,0,0,0,58,0,0,0,0,75.0,0,0,2018-11-17
2059,2,0,3,5,0,0,0,65,1,0,0,0,149.81,1,0,2017-09-10
2060,2,0,1,0,0,0,0,48,0,0,0,0,85.5,0,0,2018-06-26
2061,2,0,2,3,0,0,1,16,1,0,0,0,156.0,0,1,2018-04-30
2062,3,0,0,5,0,0,1,69,1,0,0,0,168.3,3,0,2018-09-18
2063,2,2,1,1,0,0,3,31,1,0,0,0,206.5,0,1,2018-08-29
2064,3,0,1,4,2,0,0,21,0,0,0,0,107.0,1,1,2018-10-07
2065,3,0,1,4,0,0,1,144,1,0,0,0,132.88,0,1,2018-07-23
2066,2,0,0,1,1,0,0,211,1,0,0,0,88.5,1,1,2018-08-07
2067,1,0,0,2,0,1,0,1,2,1,0,8,67.0,0,0,2018-12-10
2068,1,0,1,1,1,0,0,104,1,0,0,0,107.1,1,0,2018-07-04
2069,2,0,1,3,2,0,0,13,1,0,0,0,169.0,1,0,2018-06-03
2070,1,0,0,2,2,0,0,100,0,0,0,0,108.0,0,0,2017-10-16
2071,2,0,1,0,1,0,0,250,1,0,0,0,95.4,0,1,2018-09-26
2072,2,0,0,2,0,0,1,102,1,0,0,0,104.4,1,0,2018-10-28
2073,2,0,0,4,0,0,1,115,1,0,0,0,132.6,0,1,2018-05-27
2074,1,0,2,2,0,0,0,115,0,0,0,0,61.0,0,1,2018-02-27
2075,1,0,0,1,0,0,0,4,0,0,0,0,75.0,0,0,2017-12-11
2076,1,0,2,4,0,0,0,228,1,0,0,0,106.2,0,1,2018-10-16
2077,1,0,1,0,0,0,0,75,0,0,0,0,120.0,0,1,2018-10-10
2078,2,0,2,2,0,0,0,109,1,0,0,0,74.54,1,0,2018-05-01
2079,2,0,0,3,0,0,0,184,1,0,0,0,122.4,0,1,2018-10-04
2080,2,0,0,2,0,0,0,215,1,0,0,0,96.3,1,0,2018-08-28
2081,2,0,0,2,0,0,1,9,0,0,0,0,118.15,0,0,2018-04-27
2082,2,1,0,1,0,0,0,159,1,0,0,0,112.5,2,1,2018-08-27
2083,2,1,0,1,0,0,0,18,1,0,0,0,159.0,1,1,2018-04-15
2084,2,0,0,2,0,0,4,12,1,0,0,0,160.2,1,1,2018-10-28
2085,1,0,0,3,0,0,0,6,0,0,0,0,55.0,0,0,2017-12-06
2086,2,0,2,5,0,0,0,89,0,0,0,0,95.0,2,0,2018-09-20
2087,2,2,0,1,0,0,2,4,1,0,0,0,263.55,1,0,2018-05-31
2088,1,0,2,1,0,0,0,97,1,0,0,0,80.75,0,1,2018-10-30
2089,2,2,1,2,0,0,3,111,1,0,0,0,198.9,0,1,2018-05-27
2090,3,0,2,2,0,0,1,177,1,0,0,0,130.05,2,1,2018-08-11
2091,2,0,2,2,0,0,0,84,0,0,0,0,80.75,2,0,2018-10-16
2092,2,0,0,3,0,0,0,258,1,0,0,0,106.2,0,1,2018-09-22
2093,1,0,2,1,0,0,0,55,0,1,0,1,69.0,1,0,2018-12-31
2094,2,0,1,2,0,0,0,41,0,0,0,0,65.0,0,0,2018-12-27
2095,2,0,0,1,0,0,1,62,1,0,0,0,118.8,1,0,2018-07-20
2096,2,1,0,3,0,0,0,43,1,0,0,0,121.0,2,0,2018-03-16
2097,2,2,0,1,0,0,3,6,1,0,0,0,177.0,2,0,2018-03-16
2098,2,0,1,1,0,0,2,109,1,0,0,0,76.5,1,1,2017-08-06
2099,2,0,1,3,0,0,1,93,1,0,0,0,99.45,1,0,2018-04-16
2100,2,0,0,3,0,0,0,308,0,0,0,0,52.0,0,1,2018-10-25
2101,2,0,0,4,0,0,1,41,1,0,0,0,87.54,1,0,2018-10-27
2102,2,0,0,3,0,0,0,105,0,0,0,0,70.0,0,0,2018-10-12
2103,2,1,2,2,0,0,0,15,1,0,0,0,113.5,2,0,2018-12-30
2104,1,0,0,2,0,0,0,59,0,0,0,0,75.0,0,0,2017-10-19
2105,1,0,0,1,1,0,0,131,1,0,0,0,99.0,1,0,2018-08-04
2106,2,0,0,2,0,0,0,122,0,0,0,0,75.0,0,0,2018-04-15
2107,3,0,1,5,0,0,1,38,1,0,0,0,159.3,0,1,2018-05-02
2108,2,0,2,3,0,0,0,104,1,0,0,0,86.53,2,0,2018-05-03
2109,2,0,1,3,0,0,0,41,0,0,0,0,85.0,0,0,2018-10-27
2110,2,1,1,0,0,0,0,80,1,0,0,0,96.3,1,0,2018-10-31
2111,2,0,2,2,0,0,0,103,1,0,0,0,108.34,1,0,2018-08-22
2112,2,0,0,1,0,0,0,41,0,0,0,0,65.0,1,0,2018-12-27
2113,2,0,2,2,0,0,0,226,0,0,0,0,70.0,1,0,2018-10-29
2114,2,0,2,2,0,0,0,89,0,0,0,0,72.25,1,0,2018-07-17
2115,2,0,2,2,0,0,0,141,0,0,0,0,72.25,0,0,2018-07-03
2116,2,0,1,0,1,0,0,152,1,0,0,0,94.5,0,1,2018-07-20
2117,2,0,0,4,0,1,0,113,1,0,0,0,135.9,1,0,2018-09-27
2118,2,0,0,4,0,0,0,67,0,0,0,0,61.16,1,0,2018-03-01
2119,2,0,0,1,0,0,0,178,1,0,0,0,90.9,0,1,2018-10-22
2120,2,0,2,5,0,0,0,349,0,0,0,0,90.0,0,0,2018-10-10
2121,2,0,2,5,0,0,1,68,1,0,0,0,149.4,1,0,2018-09-17
2122,2,0,2,4,0,0,0,199,1,0,0,0,85.0,0,1,2018-12-28
2123,2,0,2,5,0,0,0,123,1,0,0,0,99.45,0,1,2018-04-30
2124,2,0,0,2,0,0,0,322,0,0,0,0,52.0,0,0,2018-12-13
2125,1,1,0,3,0,0,0,136,1,0,0,0,90.9,0,0,2018-08-24
2126,2,1,2,2,0,0,0,1,1,0,0,0,179.0,0,1,2018-10-07
2127,2,0,2,1,0,0,0,109,1,0,0,0,77.03,0,1,2018-04-20
2128,2,0,2,1,0,0,0,1,0,1,1,0,69.0,0,0,2018-02-03
2129,2,0,1,2,0,0,0,126,1,0,0,0,76.5,0,1,2017-07-12
2130,2,0,2,5,0,0,0,166,1,0,0,0,99.45,0,1,2018-07-05
2131,2,1,1,2,0,0,3,64,1,0,0,0,162.4,0,0,2018-11-19
2132,2,0,0,3,0,0,0,127,0,0,0,0,89.25,0,0,2018-07-15
2133,2,0,0,2,0,0,0,256,1,0,0,0,124.0,1,1,2018-06-15
2134,3,0,0,1,0,1,1,75,1,0,0,0,159.3,1,0,2018-07-05
2135,1,0,2,0,0,0,0,386,0,0,0,0,90.0,0,0,2018-10-23
2136,1,0,0,1,0,0,0,22,2,1,0,3,75.0,0,0,2018-11-03
2137,2,0,0,1,0,0,0,26,0,0,0,0,110.0,0,0,2018-06-08
2138,2,0,0,3,0,0,3,26,1,0,0,0,221.0,0,1,2018-05-19
2139,2,0,2,2,0,0,1,53,0,0,0,0,60.0,0,0,2017-11-06
2140,3,0,2,1,0,1,1,14,1,0,0,0,115.25,2,0,2018-02-05
2141,2,1,0,2,0,0,0,155,1,0,0,0,130.5,1,1,2018-08-18
2142,2,0,2,2,0,0,1,10,1,0,0,0,156.0,0,1,2018-06-05
2143,2,0,0,3,0,0,0,46,0,0,0,0,105.0,0,0,2018-11-06
2144,3,0,2,3,0,0,1,2,1,0,0,0,119.0,1,0,2018-12-24
2145,1,0,0,2,0,0,1,4,4,0,0,0,0.0,1,0,2018-04-12
2146,2,0,0,3,0,0,1,56,0,0,0,0,60.0,1,0,2018-11-18
2147,2,0,0,1,0,0,0,119,1,0,0,0,121.5,0,0,2018-06-23
2148,2,0,0,4,1,0,0,88,1,0,0,0,77.35,0,0,2018-03-22
2149,2,0,0,4,0,0,0,135,1,0,0,0,92.28,2,0,2018-10-10
2150,2,0,0,1,0,0,0,116,1,0,0,0,105.3,1,1,2018-04-28
2151,3,0,0,3,0,0,0,103,0,0,0,0,115.0,0,0,2018-11-24
2152,2,0,2,2,0,0,0,33,1,0,0,0,53.58,0,0,2018-03-25
2153,2,1,0,2,2,0,0,43,1,0,0,0,174.25,3,0,2018-11-06
2154,2,0,0,1,0,0,0,105,0,0,0,0,75.0,0,1,2018-04-07
2155,2,0,2,4,2,0,0,277,1,0,0,0,89.14,0,1,2018-09-05
2156,2,0,2,5,0,0,0,141,0,0,0,0,72.25,0,0,2018-07-09
2157,2,0,2,5,0,0,0,156,1,0,0,0,109.81,1,1,2018-08-29
2158,2,0,1,3,0,0,0,183,0,0,0,0,112.0,1,1,2018-10-03
2159,1,0,2,4,0,0,0,245,0,0,0,0,110.0,0,1,2018-07-24
2160,3,0,1,3,0,0,1,173,1,0,0,0,137.7,0,1,2018-08-08
2161,2,0,2,5,0,0,0,195,1,0,0,0,90.95,1,0,2018-08-04
2162,1,0,0,2,0,0,0,113,1,0,0,0,90.9,0,0,2018-04-22
2163,2,0,1,1,0,0,0,43,2,0,0,0,64.0,0,0,2018-01-25
2164,2,0,0,2,0,0,1,18,1,0,0,0,167.74,0,0,2018-12-30
2165,2,0,2,5,0,0,0,85,0,0,0,0,85.0,0,0,2018-08-13
2166,2,0,0,3,0,0,0,25,0,0,0,0,72.76,0,0,2017-10-22
2167,2,0,2,2,0,0,1,126,1,0,0,0,107.95,1,0,2018-05-01
2168,1,0,0,2,1,0,0,131,1,0,0,0,103.5,1,0,2018-07-07
2169,2,0,0,1,0,0,0,2,1,1,11,10,73.9,0,0,2018-01-14
2170,2,2,0,1,0,0,3,20,1,0,0,0,231.0,2,0,2018-08-06
2171,2,0,1,1,0,0,0,137,1,0,0,0,101.53,2,0,2018-06-14
2172,2,0,2,2,0,0,0,105,1,0,0,0,82.45,1,0,2018-04-16
2173,3,0,0,3,0,0,1,30,1,0,0,0,158.4,2,0,2018-10-06
2174,2,0,2,5,0,0,1,68,1,0,0,0,131.4,0,1,2018-08-30
2175,2,0,1,3,0,0,0,178,1,0,0,0,99.45,0,1,2018-08-10
2176,2,0,2,3,2,0,0,11,0,0,0,0,86.0,0,0,2017-10-23
2177,2,0,2,2,1,0,0,185,1,0,0,0,79.2,1,1,2018-12-17
2178,2,0,1,2,0,0,0,40,0,0,0,0,65.0,0,0,2018-10-30
2179,2,0,0,1,0,0,0,54,0,0,0,0,85.5,0,0,2018-04-30
2180,2,0,2,4,0,0,0,149,1,0,0,0,99.45,0,1,2018-07-12
2181,2,0,2,3,0,0,0,49,0,0,0,0,71.0,0,0,2017-12-30
2182,1,0,1,3,0,0,0,28,0,0,0,0,87.0,0,0,2018-01-04
2183,2,0,1,2,2,0,0,34,1,0,0,0,224.67,0,1,2017-09-23
2184,2,1,1,2,1,0,0,22,1,0,0,0,64.37,1,0,2018-12-01
2185,2,0,2,8,0,0,0,134,1,0,0,0,72.25,0,1,2018-07-17
2186,2,0,1,3,0,0,1,107,1,0,0,0,65.49,1,0,2018-04-11
2187,1,0,0,1,0,0,1,42,0,0,0,0,60.0,0,0,2017-11-01
2188,1,0,0,1,0,0,0,99,2,0,0,0,81.0,0,0,2017-02-19
2189,2,1,1,2,0,0,0,8,1,0,0,0,170.0,1,0,2018-10-29
2190,2,0,2,4,0,0,0,256,1,0,0,0,100.75,1,1,2018-10-16
2191,2,0,2,2,0,0,0,65,0,0,0,0,68.0,0,0,2018-12-03
2192,2,1,0,1,0,0,0,221,1,0,0,0,112.5,1,1,2018-08-29
2193,2,0,1,3,0,0,0,75,0,0,0,0,80.0,0,0,2018-03-17
2194,2,0,1,1,0,0,0,32,0,0,0,0,105.0,0,0,2018-07-18
2195,3,0,0,4,1,0,0,232,1,0,0,0,75.65,2,0,2018-12-24
2196,2,0,0,3,0,0,1,187,0,0,0,0,90.95,0,0,2018-09-22
2197,2,1,0,1,0,0,1,59,1,0,0,0,87.97,1,0,2018-01-28
2198,2,0,0,2,0,0,0,286,1,0,0,0,78.3,1,0,2018-12-09
2199,2,0,0,1,0,0,0,179,1,0,0,0,108.9,2,1,2018-10-11
2200,2,0,0,2,0,0,0,102,1,0,0,0,108.0,1,0,2018-10-09
2201,2,0,1,3,0,0,0,8,1,0,0,0,171.0,2,0,2018-08-07
2202,2,0,2,4,0,0,3,30,1,0,0,0,136.72,1,0,2018-05-21
2203,2,0,1,3,0,0,0,59,0,0,0,0,80.75,0,0,2018-04-29
2204,2,0,1,4,0,0,0,26,1,0,0,0,169.52,0,1,2018-09-28
2205,2,0,1,5,0,0,0,164,1,0,0,0,99.45,0,1,2018-08-01
2206,2,0,1,2,0,0,0,59,0,0,0,0,85.0,0,0,2018-03-18
2207,2,0,1,3,0,0,0,418,0,0,0,0,75.0,0,1,2018-09-26
2208,2,1,0,2,0,0,0,159,1,0,0,0,112.5,2,1,2018-07-28
2209,3,0,0,3,0,0,1,107,1,0,0,0,152.1,1,1,2018-08-18
2210,2,0,3,5,0,0,0,160,1,0,0,0,71.6,0,1,2018-07-30
2211,2,0,2,3,1,0,0,0,0,0,0,0,62.8,1,0,2017-12-27
2212,2,0,0,3,0,0,0,197,0,0,0,0,96.9,0,0,2018-08-31
2213,2,1,1,1,0,0,0,32,1,0,0,0,165.15,0,0,2018-07-01
2214,1,0,1,3,0,0,0,149,0,0,0,0,71.0,0,0,2018-01-04
2215,2,0,1,1,2,0,0,19,1,0,0,0,130.0,0,1,2018-03-21
2216,2,0,2,2,0,0,0,87,0,0,0,0,80.75,0,0,2018-10-23
2217,2,0,0,3,0,0,0,172,0,0,0,0,80.75,0,0,2018-09-15
2218,2,0,1,2,0,0,0,51,0,0,0,0,75.0,0,0,2018-11-04
2219,2,0,0,2,0,0,0,37,0,0,0,0,70.0,0,0,2018-09-16
2220,2,0,2,4,0,0,1,112,1,0,0,0,132.6,0,1,2018-06-13
2221,1,0,3,9,0,0,1,17,1,0,0,0,69.86,2,0,2018-11-23
2222,2,0,2,2,2,0,0,25,0,0,0,0,137.0,0,1,2018-09-26
2223,2,0,2,5,0,0,1,33,1,0,0,0,97.4,1,0,2018-03-03
2224,2,0,0,3,0,0,0,119,1,0,0,0,85.5,0,1,2018-06-28
2225,2,0,2,3,0,0,0,193,1,0,0,0,135.15,1,1,2018-09-01
2226,2,0,2,4,0,0,1,77,1,0,0,0,149.4,2,0,2018-09-24
2227,2,0,1,2,0,0,1,130,1,0,0,0,104.4,2,0,2018-10-28
2228,2,0,0,2,0,0,0,158,1,0,0,0,90.0,0,1,2018-11-25
2229,2,0,2,3,1,0,0,47,1,0,0,0,60.48,2,0,2017-12-27
2230,2,1,2,1,0,0,0,6,1,0,0,0,139.0,1,1,2018-03-20
2231,2,0,0,4,0,0,0,281,1,0,0,0,68.07,1,0,2018-12-26
2232,1,0,1,0,0,0,1,89,1,0,0,0,141.6,0,0,2018-05-23
2233,2,0,1,0,0,0,0,285,0,0,0,0,100.0,0,1,2018-10-03
2234,2,0,2,5,0,0,0,141,1,0,0,0,114.3,1,0,2018-07-10
2235,2,0,1,2,0,0,0,141,0,0,0,0,100.0,0,0,2018-06-03
2236,2,0,1,2,0,0,1,47,1,0,0,0,69.22,0,0,2018-03-11
2237,3,0,2,5,0,0,1,113,1,0,0,0,150.45,0,1,2018-06-22
2238,2,0,1,3,0,0,0,254,1,0,0,0,92.28,1,0,2018-10-16
2239,2,0,1,3,0,0,0,54,0,0,0,0,75.0,0,0,2018-11-11
2240,2,0,1,2,0,0,1,67,1,0,0,0,149.4,1,0,2018-09-15
2242,2,0,2,1,0,0,0,47,0,0,0,0,85.5,0,0,2018-05-13
2243,2,0,2,0,0,0,2,178,1,0,0,0,103.69,0,1,2018-08-31
2244,1,0,0,2,0,0,0,1,2,1,0,2,40.0,1,0,2018-03-15
2245,2,0,0,2,0,0,0,0,0,0,0,0,90.0,0,0,2017-08-18
2246,1,0,1,2,0,0,0,114,0,0,0,0,75.0,0,1,2018-07-12
2247,2,0,2,2,0,0,0,53,1,0,0,0,61.0,0,1,2018-02-04
2248,2,0,2,1,0,0,0,145,1,0,0,0,105.3,0,0,2018-07-03
2249,2,0,0,2,0,0,0,254,1,0,0,0,119.7,1,1,2018-09-27
2250,2,0,2,4,0,0,1,180,1,0,0,0,112.2,2,1,2018-08-10
2251,2,0,2,2,0,0,0,6,0,0,0,0,54.0,1,0,2017-12-04
2252,2,0,2,0,0,0,0,116,1,0,0,0,104.5,0,1,2018-05-28
2253,2,0,2,5,0,0,0,166,1,0,0,0,99.45,0,1,2018-08-05
2254,2,0,1,3,0,0,0,196,0,0,0,0,80.75,0,0,2018-05-31
2255,1,0,4,10,0,0,0,2,1,0,0,0,92.31,0,0,2017-11-11
2256,2,0,0,3,0,0,0,172,1,0,0,0,90.0,0,1,2018-11-03
2257,1,0,2,3,0,0,0,69,1,0,0,0,120.0,0,0,2018-04-12
2258,2,0,1,3,0,0,0,127,0,0,0,0,90.0,0,0,2018-04-30
2259,3,0,0,4,0,0,1,100,1,0,0,0,150.3,0,1,2018-08-18
2260,2,0,2,1,0,0,0,202,1,0,0,0,96.3,0,1,2018-10-22
2261,2,0,1,4,0,0,0,245,0,0,0,0,80.75,0,0,2018-09-28
2262,2,0,2,2,0,0,3,8,1,0,0,0,214.2,1,0,2018-03-10
2263,2,0,2,3,2,0,0,25,0,0,0,0,58.5,1,0,2017-10-22
2264,2,0,0,2,0,0,0,102,0,0,0,0,101.5,0,0,2017-10-16
2265,2,0,0,1,0,0,0,182,1,0,0,0,96.3,2,1,2018-07-28
2266,2,0,2,3,0,0,0,168,1,0,0,0,101.15,0,1,2018-07-30
2267,2,0,2,1,0,0,0,156,1,0,0,0,108.9,0,1,2018-08-06
2268,2,0,0,1,0,0,0,80,0,0,0,0,75.0,1,0,2018-12-03
2269,2,0,0,2,0,0,0,84,1,0,0,0,89.25,0,1,2017-10-16
2270,1,0,1,0,0,1,0,13,2,1,0,3,67.0,0,0,2018-09-13
2271,3,0,0,2,0,0,1,34,1,0,0,0,129.87,1,0,2018-06-27
2272,2,0,2,2,0,0,0,95,0,0,0,0,80.75,0,0,2018-05-15
2273,2,0,2,3,0,0,0,44,0,0,0,0,95.0,0,0,2018-04-17
2274,1,0,1,2,0,0,0,114,0,0,0,0,75.0,0,0,2018-07-01
2275,2,0,0,2,0,0,0,164,1,0,0,0,105.3,0,0,2018-08-05
2276,2,0,2,1,0,0,0,60,0,0,0,0,75.0,0,1,2018-04-08
2277,2,1,2,1,0,0,0,134,1,0,0,0,113.7,2,0,2018-10-24
2278,2,0,1,2,0,0,0,245,1,0,0,0,75.0,0,1,2018-06-17
2279,2,0,0,3,0,0,0,73,0,0,0,0,85.67,0,0,2017-09-24
2280,2,2,1,2,0,0,3,11,1,0,0,0,248.0,0,1,2018-08-19
2281,2,1,2,5,0,0,0,52,1,0,0,0,128.37,2,1,2018-11-01
2282,1,0,0,4,0,0,0,127,0,0,0,0,80.0,0,1,2018-04-28
2283,2,0,0,1,2,0,0,221,0,0,0,0,96.0,0,0,2018-08-12
2284,2,0,0,3,2,0,0,0,0,0,0,0,115.0,1,0,2017-08-05
2285,2,2,0,2,0,0,3,50,1,0,0,0,242.9,1,0,2018-11-11
2286,2,0,0,1,0,0,0,109,1,0,0,0,108.0,0,1,2018-10-11
2287,1,0,0,1,0,0,0,282,0,0,0,0,77.0,0,0,2017-10-12
2288,1,0,1,1,0,0,0,4,2,1,0,3,65.0,0,0,2018-05-05
2289,1,0,0,2,2,0,1,80,0,0,0,0,108.0,0,0,2017-10-09
2290,2,0,0,4,0,0,1,136,1,0,0,0,86.36,0,1,2018-07-26
2291,2,0,2,3,0,0,0,260,1,0,0,0,73.95,2,0,2018-12-22
2292,2,0,1,4,0,0,0,27,0,0,0,0,65.0,0,0,2018-04-21
2293,2,2,0,3,0,0,3,188,1,0,0,0,168.3,0,1,2018-07-26
2294,2,0,1,3,0,0,0,91,0,0,0,0,80.75,0,0,2018-10-24
2295,1,0,0,3,0,0,0,55,2,0,0,0,100.0,0,0,2018-05-31
2296,2,0,0,2,0,0,0,219,1,0,0,0,90.95,1,0,2018-08-16
2297,1,0,0,1,0,0,0,92,0,0,0,0,90.0,0,0,2018-11-26
2298,2,0,2,5,0,0,0,70,1,0,0,0,82.45,0,1,2018-03-27
2299,2,0,0,2,0,0,0,322,1,0,0,0,52.0,0,0,2018-12-09
2300,2,0,1,3,0,0,1,62,1,0,0,0,125.55,1,0,2018-09-05
2301,2,0,0,2,0,0,0,301,0,0,0,0,52.0,1,1,2018-11-23
2302,2,1,0,3,0,0,0,36,1,0,0,0,152.1,2,0,2018-08-10
2303,2,0,1,2,0,0,0,185,1,0,0,0,103.5,0,1,2018-12-16
2304,3,0,2,1,0,0,1,180,1,0,0,0,130.05,0,1,2018-08-11
2305,2,0,2,2,0,0,2,182,1,0,0,0,94.62,0,1,2018-07-03
2306,2,0,2,7,0,0,0,206,1,0,0,0,90.95,0,1,2018-07-29
2307,2,3,0,4,0,0,2,3,4,0,0,0,0.0,1,0,2017-09-27
2308,2,0,1,1,0,0,2,20,1,0,0,0,77.25,0,0,2017-12-26
2309,1,0,2,4,0,0,0,71,1,0,0,0,120.0,0,1,2018-06-01
2310,2,0,0,1,1,0,0,132,1,0,0,0,139.0,0,1,2018-07-07
2311,3,0,4,6,0,0,1,232,1,0,0,0,110.7,2,1,2018-12-17
2312,2,0,0,4,0,0,0,163,0,0,0,0,110.0,0,1,2018-09-08
2313,2,0,0,3,0,0,0,50,0,0,0,0,60.0,1,0,2018-01-29
2314,2,0,1,2,1,0,0,264,0,0,0,0,95.4,0,1,2018-07-04
2315,2,0,2,3,0,0,0,123,1,0,0,0,93.08,2,0,2018-04-02
2316,2,0,1,3,0,0,0,205,0,0,0,0,80.75,0,1,2018-09-01
2317,1,0,0,3,0,0,0,22,2,0,0,0,64.0,0,0,2018-11-01
2318,2,0,0,3,0,0,0,118,0,0,0,0,90.0,1,0,2018-11-04
2319,2,1,0,2,0,0,0,74,1,0,0,0,112.5,2,0,2018-04-10
2320,2,0,0,4,0,0,1,50,0,0,0,0,69.0,0,0,2017-10-25
2321,2,0,1,3,1,0,0,63,1,0,0,0,63.75,1,0,2018-03-10
2322,2,0,0,1,0,0,0,225,1,0,0,0,90.95,1,0,2018-08-12
2323,3,0,1,2,0,0,1,266,1,0,0,0,104.55,0,1,2018-12-26
2324,1,0,1,2,1,0,0,64,1,0,0,0,48.51,1,0,2018-02-18
2325,2,2,2,2,0,1,3,9,1,0,0,0,199.43,3,0,2017-12-28
2326,2,0,2,3,0,0,0,6,0,0,0,0,58.4,0,0,2017-10-11
2327,2,0,2,4,0,0,0,256,1,0,0,0,84.31,1,1,2018-12-31
2329,1,0,0,3,0,0,0,164,0,0,0,0,100.0,0,1,2018-10-02
2330,2,0,0,4,0,0,0,139,1,0,0,0,68.0,1,0,2018-07-06
2331,3,0,0,3,0,0,1,111,1,0,0,0,150.3,0,1,2018-08-18
2332,2,0,0,1,2,0,0,3,0,0,0,0,112.0,1,0,2018-05-21
2333,1,0,0,1,0,0,0,1,2,1,0,3,65.0,0,0,2018-08-01
2334,2,0,2,5,0,0,1,108,1,0,0,0,127.8,0,1,2018-08-24
2335,2,0,0,2,0,0,0,0,0,0,0,0,109.0,0,0,2017-08-14
2336,2,1,2,2,0,0,0,3,1,0,0,0,110.5,0,0,2018-04-09
2337,2,0,0,1,0,0,0,230,1,0,0,0,137.0,0,1,2018-09-06
2338,2,0,0,3,0,0,0,56,0,0,0,0,75.0,0,0,2018-11-13
2339,2,0,0,3,0,0,0,36,0,0,0,0,112.0,0,0,2018-10-14
2340,2,0,1,2,0,0,0,105,1,0,0,0,126.9,1,0,2018-06-17
2341,1,0,1,3,0,0,0,237,1,0,0,0,80.75,0,1,2017-10-12
2342,2,0,2,2,0,0,0,132,1,0,0,0,55.63,0,1,2017-12-20
2343,1,0,0,3,0,0,1,2,1,0,0,0,136.85,0,0,2018-10-26
2344,2,0,2,5,0,0,0,122,1,0,0,0,107.95,0,0,2018-07-01
2345,1,0,2,4,0,0,0,2,0,0,0,0,110.0,1,1,2018-04-24
2346,2,1,2,8,0,0,0,51,1,0,0,0,104.13,1,0,2018-03-25
2347,3,0,0,1,0,0,1,31,1,0,0,0,154.5,2,0,2018-09-02
2348,2,0,0,3,0,0,0,166,0,0,0,0,110.0,1,0,2018-11-01
2349,2,0,1,1,0,0,0,33,2,0,0,0,62.0,0,1,2018-01-25
2350,2,0,1,2,0,0,0,46,0,0,0,0,75.0,0,0,2018-11-04
2351,2,0,2,2,2,0,0,124,0,0,0,0,94.5,0,1,2018-04-08
2352,2,0,2,1,0,0,0,33,1,0,0,0,62.2,0,1,2018-03-08
2353,2,1,2,2,0,0,0,14,1,0,0,0,169.0,2,0,2018-09-18
2354,2,0,3,6,0,0,0,10,1,0,0,0,68.0,1,0,2017-07-08
2355,2,0,2,2,0,0,1,24,0,0,0,0,68.0,0,0,2017-11-06
2356,2,2,1,2,0,0,3,48,1,0,0,0,190.8,2,0,2018-10-08
2357,2,0,2,2,0,0,0,238,1,0,0,0,54.09,1,0,2018-12-26
2358,1,0,0,3,0,0,0,103,2,0,0,0,100.0,0,1,2018-05-31
2359,1,0,1,4,0,0,0,230,1,0,0,0,73.95,2,0,2018-12-19
2360,2,0,0,3,0,0,0,253,1,0,0,0,65.83,1,0,2017-10-07
2361,2,0,2,3,0,0,0,24,0,0,0,0,58.0,0,0,2017-12-20
2362,1,0,0,1,0,0,0,14,2,1,0,1,40.0,1,0,2018-09-27
2363,2,0,1,3,0,0,0,184,1,0,0,0,128.7,2,1,2018-10-17
2364,2,0,1,5,1,0,0,16,1,0,0,0,58.88,1,0,2018-02-12
2365,2,0,1,3,0,0,0,78,0,0,0,0,60.0,0,0,2018-02-03
2366,2,0,0,3,0,0,4,36,1,0,0,0,137.52,1,1,2018-08-28
2367,2,0,1,0,1,0,0,122,1,0,0,0,108.0,1,1,2018-10-19
2368,1,0,1,1,0,0,1,83,1,0,0,0,132.3,0,1,2018-10-21
